Gene_num,Gene_name,NodeType,Textual_gene_name
4749,DLG4-PROT,Gene-PROT,DLG4 protein
4750,DLG5-PROT,Gene-PROT,DLG5 protein
4751,DLL1-PROT,Gene-PROT,DLL1 protein
4752,DLL3-PROT,Gene-PROT,DLL3 protein
4753,DLL4-PROT,Gene-PROT,DLL4 protein
4754,DNM1L-PROT,Gene-PROT,DNM1L protein
4755,DOCK2-PROT,Gene-PROT,DOCK2 protein
4756,DOCK4-PROT,Gene-PROT,DOCK4 protein
4757,DRD1-PROT,Gene-PROT,DRD1 protein
4758,DRD2-PROT,Gene-PROT,DRD2 protein
4759,DRD5-PROT,Gene-PROT,DRD5 protein
4760,DTX1-PROT,Gene-PROT,DTX1 protein
4761,DTX2-PROT,Gene-PROT,DTX2 protein
4762,DTX3-PROT,Gene-PROT,DTX3 protein
4763,DTX3L-PROT,Gene-PROT,DTX3L protein
4764,DTX4-PROT,Gene-PROT,DTX4 protein
4765,DUSP1-PROT,Gene-PROT,DUSP1 protein
4766,DUSP10-PROT,Gene-PROT,DUSP10 protein
4767,DUSP16-PROT,Gene-PROT,DUSP16 protein
4768,DUSP2-PROT,Gene-PROT,DUSP2 protein
4769,DUSP3-PROT,Gene-PROT,DUSP3 protein
4770,DUSP4-PROT,Gene-PROT,DUSP4 protein
4771,DUSP5-PROT,Gene-PROT,DUSP5 protein
4772,DUSP6-PROT,Gene-PROT,DUSP6 protein
4773,DUSP7-PROT,Gene-PROT,DUSP7 protein
4774,DUSP8-PROT,Gene-PROT,DUSP8 protein
4775,DUSP9-PROT,Gene-PROT,DUSP9 protein
4776,DVL1-PROT,Gene-PROT,DVL1 protein
4777,DVL2-PROT,Gene-PROT,DVL2 protein
4778,DVL3-PROT,Gene-PROT,DVL3 protein
4779,E2F4-PROT,Gene-PROT,E2F4 protein
4780,E2F5-PROT,Gene-PROT,E2F5 protein
4781,EBAG9-PROT,Gene-PROT,EBAG9 protein
4782,ECSIT-PROT,Gene-PROT,ECSIT protein
4783,EDA-PROT,Gene-PROT,EDA protein
4784,EDA2R-PROT,Gene-PROT,EDA2R protein
4785,EDAR-PROT,Gene-PROT,EDAR protein
4786,EDARADD-PROT,Gene-PROT,EDARADD protein
4787,EDN1-PROT,Gene-PROT,EDN1 protein
4788,EDN2-PROT,Gene-PROT,EDN2 protein
4789,EDN3-PROT,Gene-PROT,EDN3 protein
4790,EDNRA-PROT,Gene-PROT,EDNRA protein
4791,EDNRB-PROT,Gene-PROT,EDNRB protein
4792,EEF2-PROT,Gene-PROT,EEF2 protein
4793,EEF2K-PROT,Gene-PROT,EEF2K protein
4794,EFCAB7-PROT,Gene-PROT,EFCAB7 protein
4795,EFNA1-PROT,Gene-PROT,EFNA1 protein
4796,EFNA2-PROT,Gene-PROT,EFNA2 protein
4797,EFNA3-PROT,Gene-PROT,EFNA3 protein
4798,EFNA4-PROT,Gene-PROT,EFNA4 protein
4799,EFNA5-PROT,Gene-PROT,EFNA5 protein
4800,EGF-PROT,Gene-PROT,EGF protein
4801,EGFR-PROT,Gene-PROT,EGFR protein
4802,EGLN1-PROT,Gene-PROT,EGLN1 protein
4803,EGLN2-PROT,Gene-PROT,EGLN2 protein
4804,EGLN3-PROT,Gene-PROT,EGLN3 protein
4805,EGR1-PROT,Gene-PROT,EGR1 protein
4806,EGR2-PROT,Gene-PROT,EGR2 protein
4807,EGR3-PROT,Gene-PROT,EGR3 protein
4808,EHHADH-PROT,Gene-PROT,EHHADH protein
4809,EI24-PROT,Gene-PROT,EI24 protein
4810,EIF4B-PROT,Gene-PROT,EIF4B protein
4811,EIF4E-PROT,Gene-PROT,EIF4E protein
4812,EIF4E1B-PROT,Gene-PROT,EIF4E1B protein
4813,EIF4E2-PROT,Gene-PROT,EIF4E2 protein
4814,EIF4EBP1-PROT,Gene-PROT,EIF4EBP1 protein
4815,ELAVL1-PROT,Gene-PROT,ELAVL1 protein
4816,ELF5-PROT,Gene-PROT,ELF5 protein
4817,ELK1-PROT,Gene-PROT,ELK1 protein
4818,ELK4-PROT,Gene-PROT,ELK4 protein
4819,ELMO1-PROT,Gene-PROT,ELMO1 protein
4820,ENAH-PROT,Gene-PROT,ENAH protein
4821,ENO1-PROT,Gene-PROT,ENO1 protein
4822,ENO2-PROT,Gene-PROT,ENO2 protein
4823,ENO3-PROT,Gene-PROT,ENO3 protein
4824,ENO4-PROT,Gene-PROT,ENO4 protein
4825,EP300-PROT,Gene-PROT,EP300 protein
4826,EPHA2-PROT,Gene-PROT,EPHA2 protein
4827,EPO-PROT,Gene-PROT,EPO protein
4828,EPOR-PROT,Gene-PROT,EPOR protein
4829,ERBB2-PROT,Gene-PROT,ERBB2 protein
4830,ERBB3-PROT,Gene-PROT,ERBB3 protein
4831,ERBB4-PROT,Gene-PROT,ERBB4 protein
4832,EREG-PROT,Gene-PROT,EREG protein
4833,ESR1-PROT,Gene-PROT,ESR1 protein
4834,ESR2-PROT,Gene-PROT,ESR2 protein
4835,ESRRB-PROT,Gene-PROT,ESRRB protein
4836,ETS1-PROT,Gene-PROT,ETS1 protein
4837,ETS2-PROT,Gene-PROT,ETS2 protein
4838,EVC-PROT,Gene-PROT,EVC protein
4839,EVC2-PROT,Gene-PROT,EVC2 protein
4840,EVL-PROT,Gene-PROT,EVL protein
4841,EXOC2-PROT,Gene-PROT,EXOC2 protein
4842,EXOC7-PROT,Gene-PROT,EXOC7 protein
4843,F2-PROT,Gene-PROT,F2 protein
4844,F2R-PROT,Gene-PROT,F2R protein
4845,F2RL3-PROT,Gene-PROT,F2RL3 protein
4846,F3-PROT,Gene-PROT,F3 protein
4847,FABP1-PROT,Gene-PROT,FABP1 protein
4848,FABP3-PROT,Gene-PROT,FABP3 protein
4849,FABP4-PROT,Gene-PROT,FABP4 protein
4850,FADD-PROT,Gene-PROT,FADD protein
4851,FADS2-PROT,Gene-PROT,FADS2 protein
4852,FARP2-PROT,Gene-PROT,FARP2 protein
4853,FAS-PROT,Gene-PROT,FAS protein
4854,FASLG-PROT,Gene-PROT,FASLG protein
4855,FASN-PROT,Gene-PROT,FASN protein
4856,FAT4-PROT,Gene-PROT,FAT4 protein
4857,FBP1-PROT,Gene-PROT,FBP1 protein
4858,FBP2-PROT,Gene-PROT,FBP2 protein
4859,FBXO25-PROT,Gene-PROT,FBXO25 protein
4860,FBXO32-PROT,Gene-PROT,FBXO32 protein
4861,FBXW11-PROT,Gene-PROT,FBXW11 protein
4862,FCER1A-PROT,Gene-PROT,FCER1A protein
4863,FCER1G-PROT,Gene-PROT,FCER1G protein
4864,FCGR2B-PROT,Gene-PROT,FCGR2B protein
4865,FFAR2-PROT,Gene-PROT,FFAR2 protein
4866,FGF1-PROT,Gene-PROT,FGF1 protein
4867,FGF10-PROT,Gene-PROT,FGF10 protein
4868,FGF16-PROT,Gene-PROT,FGF16 protein
4869,FGF17-PROT,Gene-PROT,FGF17 protein
4870,FGF18-PROT,Gene-PROT,FGF18 protein
4871,FGF19-PROT,Gene-PROT,FGF19 protein
4872,FGF2-PROT,Gene-PROT,FGF2 protein
4873,FGF20-PROT,Gene-PROT,FGF20 protein
4874,FGF21-PROT,Gene-PROT,FGF21 protein
4875,FGF22-PROT,Gene-PROT,FGF22 protein
4876,FGF23-PROT,Gene-PROT,FGF23 protein
4877,FGF3-PROT,Gene-PROT,FGF3 protein
4878,FGF4-PROT,Gene-PROT,FGF4 protein
4879,FGF5-PROT,Gene-PROT,FGF5 protein
4880,FGF6-PROT,Gene-PROT,FGF6 protein
4881,FGF7-PROT,Gene-PROT,FGF7 protein
4882,FGF8-PROT,Gene-PROT,FGF8 protein
4883,FGF9-PROT,Gene-PROT,FGF9 protein
4884,FGFR1-PROT,Gene-PROT,FGFR1 protein
4885,FGFR2-PROT,Gene-PROT,FGFR2 protein
4886,FGFR3-PROT,Gene-PROT,FGFR3 protein
4887,FGFR4-PROT,Gene-PROT,FGFR4 protein
4888,FGR-PROT,Gene-PROT,FGR protein
4889,FHL1-PROT,Gene-PROT,FHL1 protein
4890,FLCN-PROT,Gene-PROT,FLCN protein
4891,FLNA-PROT,Gene-PROT,FLNA protein
4892,FLNB-PROT,Gene-PROT,FLNB protein
4893,FLNC-PROT,Gene-PROT,FLNC protein
4894,FLOT1-PROT,Gene-PROT,FLOT1 protein
4895,FLOT2-PROT,Gene-PROT,FLOT2 protein
4896,FLT1-PROT,Gene-PROT,FLT1 protein
4897,FLT3-PROT,Gene-PROT,FLT3 protein
4898,FLT3LG-PROT,Gene-PROT,FLT3LG protein
4899,FLT4-PROT,Gene-PROT,FLT4 protein
4900,FMOD-PROT,Gene-PROT,FMOD protein
4901,FN1-PROT,Gene-PROT,FN1 protein
4902,FNIP1-PROT,Gene-PROT,FNIP1 protein
4903,FNIP2-PROT,Gene-PROT,FNIP2 protein
4904,FOS-PROT,Gene-PROT,FOS protein
4905,FOSB-PROT,Gene-PROT,FOSB protein
4906,FOSL1-PROT,Gene-PROT,FOSL1 protein
4907,FOXO1-PROT,Gene-PROT,FOXO1 protein
4908,FOXO3-PROT,Gene-PROT,FOXO3 protein
4909,FOXO4-PROT,Gene-PROT,FOXO4 protein
4910,FOXO6-PROT,Gene-PROT,FOXO6 protein
4911,FPR1-PROT,Gene-PROT,FPR1 protein
4912,FRAT1-PROT,Gene-PROT,FRAT1 protein
4913,FRAT2-PROT,Gene-PROT,FRAT2 protein
4914,FRMD1-PROT,Gene-PROT,FRMD1 protein
4915,FRMD6-PROT,Gene-PROT,FRMD6 protein
4916,FRS2-PROT,Gene-PROT,FRS2 protein
4917,FSHB-PROT,Gene-PROT,FSHB protein
4918,FSHR-PROT,Gene-PROT,FSHR protein
4919,FST-PROT,Gene-PROT,FST protein
4920,FXYD1-PROT,Gene-PROT,FXYD1 protein
4921,FXYD2-PROT,Gene-PROT,FXYD2 protein
4922,FYN-PROT,Gene-PROT,FYN protein
4923,FZD1-PROT,Gene-PROT,FZD1 protein
4924,FZD10-PROT,Gene-PROT,FZD10 protein
4925,FZD2-PROT,Gene-PROT,FZD2 protein
4926,FZD3-PROT,Gene-PROT,FZD3 protein
4927,FZD4-PROT,Gene-PROT,FZD4 protein
4928,FZD5-PROT,Gene-PROT,FZD5 protein
4929,FZD6-PROT,Gene-PROT,FZD6 protein
4930,FZD7-PROT,Gene-PROT,FZD7 protein
4931,FZD8-PROT,Gene-PROT,FZD8 protein
4932,FZD9-PROT,Gene-PROT,FZD9 protein
4933,G6PC2-PROT,Gene-PROT,G6PC2 protein
4934,G6PC3-PROT,Gene-PROT,G6PC3 protein
4935,GAB1-PROT,Gene-PROT,GAB1 protein
4936,GAB2-PROT,Gene-PROT,GAB2 protein
4937,GABARAP-PROT,Gene-PROT,GABARAP protein
4938,GABARAPL1-PROT,Gene-PROT,GABARAPL1 protein
4939,GABARAPL2-PROT,Gene-PROT,GABARAPL2 protein
4940,GABBR1-PROT,Gene-PROT,GABBR1 protein
4941,GABBR2-PROT,Gene-PROT,GABBR2 protein
4942,GADD45A-PROT,Gene-PROT,GADD45A protein
4943,GADD45B-PROT,Gene-PROT,GADD45B protein
4944,GADD45G-PROT,Gene-PROT,GADD45G protein
4945,GALT-PROT,Gene-PROT,GALT protein
4946,GAPDH-PROT,Gene-PROT,GAPDH protein
4947,GAS1-PROT,Gene-PROT,GAS1 protein
4948,GATA4-PROT,Gene-PROT,GATA4 protein
4949,GCG-PROT,Gene-PROT,GCG protein
4950,GCGR-PROT,Gene-PROT,GCGR protein
4951,GCK-PROT,Gene-PROT,GCK protein
4952,GDF5-PROT,Gene-PROT,GDF5 protein
4953,GDF6-PROT,Gene-PROT,GDF6 protein
4954,GDF7-PROT,Gene-PROT,GDF7 protein
4955,GDNF-PROT,Gene-PROT,GDNF protein
4956,GFAP-PROT,Gene-PROT,GFAP protein
4957,GH1-PROT,Gene-PROT,GH1 protein
4958,GH2-PROT,Gene-PROT,GH2 protein
4959,GHR-PROT,Gene-PROT,GHR protein
4960,GHRL-PROT,Gene-PROT,GHRL protein
4961,GHSR-PROT,Gene-PROT,GHSR protein
4962,GIP-PROT,Gene-PROT,GIP protein
4963,GIPR-PROT,Gene-PROT,GIPR protein
4964,GK-PROT,Gene-PROT,GK protein
4965,GK2-PROT,Gene-PROT,GK2 protein
4966,GLI1-PROT,Gene-PROT,GLI1 protein
4967,GLI2-PROT,Gene-PROT,GLI2 protein
4968,GLI3-PROT,Gene-PROT,GLI3 protein
4969,GLP1R-PROT,Gene-PROT,GLP1R protein
4970,GNA11-PROT,Gene-PROT,GNA11 protein
4971,GNA12-PROT,Gene-PROT,GNA12 protein
4972,GNA13-PROT,Gene-PROT,GNA13 protein
4973,GNA14-PROT,Gene-PROT,GNA14 protein
4974,GNA15-PROT,Gene-PROT,GNA15 protein
4975,GNAI1-PROT,Gene-PROT,GNAI1 protein
4976,GNAI2-PROT,Gene-PROT,GNAI2 protein
4977,GNAI3-PROT,Gene-PROT,GNAI3 protein
4978,GNAL-PROT,Gene-PROT,GNAL protein
4979,GNAO1-PROT,Gene-PROT,GNAO1 protein
4980,GNAQ-PROT,Gene-PROT,GNAQ protein
4981,GNAS-PROT,Gene-PROT,GNAS protein
4982,GNB1-PROT,Gene-PROT,GNB1 protein
4983,GNB2-PROT,Gene-PROT,GNB2 protein
4984,GNB3-PROT,Gene-PROT,GNB3 protein
4985,GNB4-PROT,Gene-PROT,GNB4 protein
4986,GNB5-PROT,Gene-PROT,GNB5 protein
4987,GNG10-PROT,Gene-PROT,GNG10 protein
4988,GNG11-PROT,Gene-PROT,GNG11 protein
4989,GNG12-PROT,Gene-PROT,GNG12 protein
4990,GNG13-PROT,Gene-PROT,GNG13 protein
4991,GNG2-PROT,Gene-PROT,GNG2 protein
4992,GNG3-PROT,Gene-PROT,GNG3 protein
4993,GNG4-PROT,Gene-PROT,GNG4 protein
4994,GNG5-PROT,Gene-PROT,GNG5 protein
4995,GNG7-PROT,Gene-PROT,GNG7 protein
4996,GNG8-PROT,Gene-PROT,GNG8 protein
4997,GNGT1-PROT,Gene-PROT,GNGT1 protein
4998,GNGT2-PROT,Gene-PROT,GNGT2 protein
4999,GNRH1-PROT,Gene-PROT,GNRH1 protein
5000,GNRH2-PROT,Gene-PROT,GNRH2 protein
5001,GNRHR-PROT,Gene-PROT,GNRHR protein
5002,GPC4-PROT,Gene-PROT,GPC4 protein
5003,GPER1-PROT,Gene-PROT,GPER1 protein
5004,GPR119-PROT,Gene-PROT,GPR119 protein
5005,GPR161-PROT,Gene-PROT,GPR161 protein
5006,GPRC6A-PROT,Gene-PROT,GPRC6A protein
5007,GRAP2-PROT,Gene-PROT,GRAP2 protein
5008,GRB10-PROT,Gene-PROT,GRB10 protein
5009,GRB2-PROT,Gene-PROT,GRB2 protein
5010,GREM1-PROT,Gene-PROT,GREM1 protein
5011,GREM2-PROT,Gene-PROT,GREM2 protein
5012,GRIA1-PROT,Gene-PROT,GRIA1 protein
5013,GRIA2-PROT,Gene-PROT,GRIA2 protein
5014,GRIA3-PROT,Gene-PROT,GRIA3 protein
5015,GRIA4-PROT,Gene-PROT,GRIA4 protein
5016,GRIN1-PROT,Gene-PROT,GRIN1 protein
5017,GRIN2A-PROT,Gene-PROT,GRIN2A protein
5018,GRIN2B-PROT,Gene-PROT,GRIN2B protein
5019,GRIN2C-PROT,Gene-PROT,GRIN2C protein
5020,GRIN2D-PROT,Gene-PROT,GRIN2D protein
5021,GRIN3A-PROT,Gene-PROT,GRIN3A protein
5022,GRIN3B-PROT,Gene-PROT,GRIN3B protein
5023,GRK1-PROT,Gene-PROT,GRK1 protein
5024,GRK4-PROT,Gene-PROT,GRK4 protein
5025,GRK5-PROT,Gene-PROT,GRK5 protein
5026,GRK6-PROT,Gene-PROT,GRK6 protein
5027,GRK7-PROT,Gene-PROT,GRK7 protein
5028,GRM1-PROT,Gene-PROT,GRM1 protein
5029,GRM2-PROT,Gene-PROT,GRM2 protein
5030,GRM3-PROT,Gene-PROT,GRM3 protein
5031,GRM4-PROT,Gene-PROT,GRM4 protein
5032,GRM5-PROT,Gene-PROT,GRM5 protein
5033,GRM6-PROT,Gene-PROT,GRM6 protein
5034,GRM7-PROT,Gene-PROT,GRM7 protein
5035,GRM8-PROT,Gene-PROT,GRM8 protein
5036,GRPR-PROT,Gene-PROT,GRPR protein
5037,GSDMD-PROT,Gene-PROT,GSDMD protein
5038,GSK3A-PROT,Gene-PROT,GSK3A protein
5039,GSK3B-PROT,Gene-PROT,GSK3B protein
5040,GTF2I-PROT,Gene-PROT,GTF2I protein
5041,GTF2IRD1-PROT,Gene-PROT,GTF2IRD1 protein
5042,GTSE1-PROT,Gene-PROT,GTSE1 protein
5043,GUCY1A2-PROT,Gene-PROT,GUCY1A2 protein
5044,GYS1-PROT,Gene-PROT,GYS1 protein
5045,GYS2-PROT,Gene-PROT,GYS2 protein
5046,HAMP-PROT,Gene-PROT,HAMP protein
5047,HBEGF-PROT,Gene-PROT,HBEGF protein
5048,HCAR1-PROT,Gene-PROT,HCAR1 protein
5049,HCAR2-PROT,Gene-PROT,HCAR2 protein
5050,HCAR3-PROT,Gene-PROT,HCAR3 protein
5051,HCK-PROT,Gene-PROT,HCK protein
5052,HCN2-PROT,Gene-PROT,HCN2 protein
5053,HCN4-PROT,Gene-PROT,HCN4 protein
5054,HDAC1-PROT,Gene-PROT,HDAC1 protein
5055,HDAC2-PROT,Gene-PROT,HDAC2 protein
5056,HDAC3-PROT,Gene-PROT,HDAC3 protein
5057,HDAC4-PROT,Gene-PROT,HDAC4 protein
5058,HDAC5-PROT,Gene-PROT,HDAC5 protein
5059,HES1-PROT,Gene-PROT,HES1 protein
5060,HES5-PROT,Gene-PROT,HES5 protein
5061,HEY1-PROT,Gene-PROT,HEY1 protein
5062,HEY2-PROT,Gene-PROT,HEY2 protein
5063,HEYL-PROT,Gene-PROT,HEYL protein
5064,HGF-PROT,Gene-PROT,HGF protein
5065,HHAT-PROT,Gene-PROT,HHAT protein
5066,HHATL-PROT,Gene-PROT,HHATL protein
5067,HHIP-PROT,Gene-PROT,HHIP protein
5068,HIF1A-PROT,Gene-PROT,HIF1A protein
5069,HK1-PROT,Gene-PROT,HK1 protein
5070,HK2-PROT,Gene-PROT,HK2 protein
5071,HK3-PROT,Gene-PROT,HK3 protein
5072,HKDC1-PROT,Gene-PROT,HKDC1 protein
5073,HMGCR-PROT,Gene-PROT,HMGCR protein
5074,HMGCS1-PROT,Gene-PROT,HMGCS1 protein
5075,HMGCS2-PROT,Gene-PROT,HMGCS2 protein
5076,HMOX1-PROT,Gene-PROT,HMOX1 protein
5077,HNF4A-PROT,Gene-PROT,HNF4A protein
5078,HOMER1-PROT,Gene-PROT,HOMER1 protein
5079,HOMER2-PROT,Gene-PROT,HOMER2 protein
5080,HOMER3-PROT,Gene-PROT,HOMER3 protein
5081,HRAS-PROT,Gene-PROT,HRAS protein
5082,HRC-PROT,Gene-PROT,HRC protein
5083,HRH1-PROT,Gene-PROT,HRH1 protein
5084,HRH2-PROT,Gene-PROT,HRH2 protein
5085,HSP90AA1-PROT,Gene-PROT,HSP90AA1 protein
5086,HSP90AB1-PROT,Gene-PROT,HSP90AB1 protein
5087,HSP90B1-PROT,Gene-PROT,HSP90B1 protein
5088,HSPA1A-PROT,Gene-PROT,HSPA1A protein
5089,HSPA1B-PROT,Gene-PROT,HSPA1B protein
5090,HSPA1L-PROT,Gene-PROT,HSPA1L protein
5091,HSPA2-PROT,Gene-PROT,HSPA2 protein
5092,HSPA6-PROT,Gene-PROT,HSPA6 protein
5093,HSPA8-PROT,Gene-PROT,HSPA8 protein
5094,HSPB1-PROT,Gene-PROT,HSPB1 protein
5095,HTR1A-PROT,Gene-PROT,HTR1A protein
5096,HTR1B-PROT,Gene-PROT,HTR1B protein
5097,HTR1D-PROT,Gene-PROT,HTR1D protein
5098,HTR1E-PROT,Gene-PROT,HTR1E protein
5099,HTR1F-PROT,Gene-PROT,HTR1F protein
5100,HTR2A-PROT,Gene-PROT,HTR2A protein
5101,HTR2B-PROT,Gene-PROT,HTR2B protein
5102,HTR2C-PROT,Gene-PROT,HTR2C protein
5103,HTR4-PROT,Gene-PROT,HTR4 protein
5104,HTR5A-PROT,Gene-PROT,HTR5A protein
5105,HTR6-PROT,Gene-PROT,HTR6 protein
5106,HTR7-PROT,Gene-PROT,HTR7 protein
5107,IBSP-PROT,Gene-PROT,IBSP protein
5108,ICAM1-PROT,Gene-PROT,ICAM1 protein
5109,ICOS-PROT,Gene-PROT,ICOS protein
5110,ID1-PROT,Gene-PROT,ID1 protein
5111,ID2-PROT,Gene-PROT,ID2 protein
5112,ID3-PROT,Gene-PROT,ID3 protein
5113,ID4-PROT,Gene-PROT,ID4 protein
5114,IFI16-PROT,Gene-PROT,IFI16 protein
5115,IFIH1-PROT,Gene-PROT,IFIH1 protein
5116,IFNA1-PROT,Gene-PROT,IFNA1 protein
5117,IFNA10-PROT,Gene-PROT,IFNA10 protein
5118,IFNA13-PROT,Gene-PROT,IFNA13 protein
5119,IFNA14-PROT,Gene-PROT,IFNA14 protein
5120,IFNA16-PROT,Gene-PROT,IFNA16 protein
5121,IFNA17-PROT,Gene-PROT,IFNA17 protein
5122,IFNA2-PROT,Gene-PROT,IFNA2 protein
5123,IFNA21-PROT,Gene-PROT,IFNA21 protein
5124,IFNA4-PROT,Gene-PROT,IFNA4 protein
5125,IFNA5-PROT,Gene-PROT,IFNA5 protein
5126,IFNA6-PROT,Gene-PROT,IFNA6 protein
5127,IFNA7-PROT,Gene-PROT,IFNA7 protein
5128,IFNA8-PROT,Gene-PROT,IFNA8 protein
5129,IFNAR1-PROT,Gene-PROT,IFNAR1 protein
5130,IFNAR2-PROT,Gene-PROT,IFNAR2 protein
5131,IFNB1-PROT,Gene-PROT,IFNB1 protein
5132,IFNE-PROT,Gene-PROT,IFNE protein
5133,IFNG-PROT,Gene-PROT,IFNG protein
5134,IFNGR1-PROT,Gene-PROT,IFNGR1 protein
5135,IFNGR2-PROT,Gene-PROT,IFNGR2 protein
5136,IFNK-PROT,Gene-PROT,IFNK protein
5137,IFNL1-PROT,Gene-PROT,IFNL1 protein
5138,IFNL2-PROT,Gene-PROT,IFNL2 protein
5139,IFNL3-PROT,Gene-PROT,IFNL3 protein
5140,IFNLR1-PROT,Gene-PROT,IFNLR1 protein
5141,IFNW1-PROT,Gene-PROT,IFNW1 protein
5142,IGF1-PROT,Gene-PROT,IGF1 protein
5143,IGF1R-PROT,Gene-PROT,IGF1R protein
5144,IGF2-PROT,Gene-PROT,IGF2 protein
5145,IGFBP3-PROT,Gene-PROT,IGFBP3 protein
5146,IHH-PROT,Gene-PROT,IHH protein
5147,IKBKB-PROT,Gene-PROT,IKBKB protein
5148,IKBKE-PROT,Gene-PROT,IKBKE protein
5149,IKBKG-PROT,Gene-PROT,IKBKG protein
5150,IL10-PROT,Gene-PROT,IL10 protein
5151,IL10RA-PROT,Gene-PROT,IL10RA protein
5152,IL10RB-PROT,Gene-PROT,IL10RB protein
5153,IL11-PROT,Gene-PROT,IL11 protein
5154,IL11RA-PROT,Gene-PROT,IL11RA protein
5155,IL12A-PROT,Gene-PROT,IL12A protein
5156,IL12B-PROT,Gene-PROT,IL12B protein
5157,IL12RB1-PROT,Gene-PROT,IL12RB1 protein
5158,IL12RB2-PROT,Gene-PROT,IL12RB2 protein
5159,IL13-PROT,Gene-PROT,IL13 protein
5160,IL13RA1-PROT,Gene-PROT,IL13RA1 protein
5161,IL13RA2-PROT,Gene-PROT,IL13RA2 protein
5162,IL15-PROT,Gene-PROT,IL15 protein
5163,IL15RA-PROT,Gene-PROT,IL15RA protein
5164,IL17A-PROT,Gene-PROT,IL17A protein
5165,IL17B-PROT,Gene-PROT,IL17B protein
5166,IL17C-PROT,Gene-PROT,IL17C protein
5167,IL17D-PROT,Gene-PROT,IL17D protein
5168,IL17F-PROT,Gene-PROT,IL17F protein
5169,IL17RA-PROT,Gene-PROT,IL17RA protein
5170,IL17RB-PROT,Gene-PROT,IL17RB protein
5171,IL17RC-PROT,Gene-PROT,IL17RC protein
5172,IL17RE-PROT,Gene-PROT,IL17RE protein
5173,IL18-PROT,Gene-PROT,IL18 protein
5174,IL19-PROT,Gene-PROT,IL19 protein
5175,IL1A-PROT,Gene-PROT,IL1A protein
5176,IL1B-PROT,Gene-PROT,IL1B protein
5177,IL1R1-PROT,Gene-PROT,IL1R1 protein
5178,IL1RAP-PROT,Gene-PROT,IL1RAP protein
5179,IL2-PROT,Gene-PROT,IL2 protein
5180,IL20-PROT,Gene-PROT,IL20 protein
5181,IL20RA-PROT,Gene-PROT,IL20RA protein
5182,IL20RB-PROT,Gene-PROT,IL20RB protein
5183,IL21-PROT,Gene-PROT,IL21 protein
5184,IL21R-PROT,Gene-PROT,IL21R protein
5185,IL22-PROT,Gene-PROT,IL22 protein
5186,IL22RA1-PROT,Gene-PROT,IL22RA1 protein
5187,IL22RA2-PROT,Gene-PROT,IL22RA2 protein
5188,IL23A-PROT,Gene-PROT,IL23A protein
5189,IL23R-PROT,Gene-PROT,IL23R protein
5190,IL24-PROT,Gene-PROT,IL24 protein
5191,IL25-PROT,Gene-PROT,IL25 protein
5192,IL27RA-PROT,Gene-PROT,IL27RA protein
5193,IL2RA-PROT,Gene-PROT,IL2RA protein
5194,IL2RB-PROT,Gene-PROT,IL2RB protein
5195,IL2RG-PROT,Gene-PROT,IL2RG protein
5196,IL3-PROT,Gene-PROT,IL3 protein
5197,IL3RA-PROT,Gene-PROT,IL3RA protein
5198,IL4-PROT,Gene-PROT,IL4 protein
5199,IL4R-PROT,Gene-PROT,IL4R protein
5200,IL5-PROT,Gene-PROT,IL5 protein
5201,IL5RA-PROT,Gene-PROT,IL5RA protein
5202,IL6-PROT,Gene-PROT,IL6 protein
5203,IL6R-PROT,Gene-PROT,IL6R protein
5204,IL6ST-PROT,Gene-PROT,IL6ST protein
5205,IL7-PROT,Gene-PROT,IL7 protein
5206,IL7R-PROT,Gene-PROT,IL7R protein
5207,IL9-PROT,Gene-PROT,IL9 protein
5208,IL9R-PROT,Gene-PROT,IL9R protein
5209,ILK-PROT,Gene-PROT,ILK protein
5210,INHBA-PROT,Gene-PROT,INHBA protein
5211,INHBB-PROT,Gene-PROT,INHBB protein
5212,INHBC-PROT,Gene-PROT,INHBC protein
5213,INHBE-PROT,Gene-PROT,INHBE protein
5214,INPP5A-PROT,Gene-PROT,INPP5A protein
5215,INPP5D-PROT,Gene-PROT,INPP5D protein
5216,INPPL1-PROT,Gene-PROT,INPPL1 protein
5217,INS-PROT,Gene-PROT,INS protein
5218,INSL3-PROT,Gene-PROT,INSL3 protein
5219,INSL5-PROT,Gene-PROT,INSL5 protein
5220,INSR-PROT,Gene-PROT,INSR protein
5221,INVS-PROT,Gene-PROT,INVS protein
5222,IQCE-PROT,Gene-PROT,IQCE protein
5223,IRAK1-PROT,Gene-PROT,IRAK1 protein
5224,IRAK2-PROT,Gene-PROT,IRAK2 protein
5225,IRAK3-PROT,Gene-PROT,IRAK3 protein
5226,IRAK4-PROT,Gene-PROT,IRAK4 protein
5227,IRF1-PROT,Gene-PROT,IRF1 protein
5228,IRF3-PROT,Gene-PROT,IRF3 protein
5229,IRF5-PROT,Gene-PROT,IRF5 protein
5230,IRF7-PROT,Gene-PROT,IRF7 protein
5231,IRF9-PROT,Gene-PROT,IRF9 protein
5232,IRS1-PROT,Gene-PROT,IRS1 protein
5233,IRS2-PROT,Gene-PROT,IRS2 protein
5234,IRS4-PROT,Gene-PROT,IRS4 protein
5235,ISG15-PROT,Gene-PROT,ISG15 protein
5236,ITCH-PROT,Gene-PROT,ITCH protein
5237,ITGA1-PROT,Gene-PROT,ITGA1 protein
5238,ITGA10-PROT,Gene-PROT,ITGA10 protein
