src,dest,EdgeType,Textual_edge_type
MED12-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED12L-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED12L-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED12L-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED13-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED13-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED13L-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED13L-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED13L-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED14-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED14-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED14-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED16-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED16-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED16-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED17-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED17-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED17-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED24-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED24-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED24-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED27-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED27-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED27-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED30-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED30-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,MED4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED30-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED4-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MED4-PROT,MED1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED12L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED13L-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED24-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED27-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,MED30-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,RXRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,RXRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,RXRG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,THRA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MED4-PROT,THRB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,MEF2A-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MEF2A-PROT,HDAC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,HDAC5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,KLF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,NFATC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,NFATC2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,NFATC3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2A-PROT,NFATC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,MEF2B-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MEF2B-PROT,HDAC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,HDAC5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,KLF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,NFATC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,NFATC2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,NFATC3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2B-PROT,NFATC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MEF2C-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MEF2C-PROT,HDAC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,HDAC5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,KLF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,MAPK7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,NFATC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,NFATC2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,NFATC3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2C-PROT,NFATC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,MEF2D-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MEF2D-PROT,HDAC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,HDAC5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,KLF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,NFATC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,NFATC2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,NFATC3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEF2D-PROT,NFATC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEFV-PROT,MEFV-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MEFV-PROT,PKN1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEFV-PROT,PKN2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEFV-PROT,PSTPIP1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEFV-PROT,PYCARD-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEFV-PROT,YWHAE-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MEGF8-PROT,MEGF8-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MEGF8-PROT,SMO-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,MET-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MET-PROT,ANGPT1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,ANGPT2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,ANGPT4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,AREG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,BDNF-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,CRK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,CRKL-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,CSF1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EFNA1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EFNA2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EFNA3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EFNA4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EFNA5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EGF-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,EREG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF10-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF17-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF18-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF19-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF20-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF21-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF22-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF23-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF8-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FGF9-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,FLT3LG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,GDNF-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,GRB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,HGF-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,IGF1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,IGF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,INS-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,IRS1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,KITLG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,MST1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,NGF-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,NTF3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,NTF4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PDGFA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PDGFB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PDGFC-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PDGFD-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PGF-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PLCB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PLCB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PLCB3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PLCB4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PLCG1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,PLCG2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,SHC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,SHC2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,SHC3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,SHC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,TGFA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,VEGFA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,VEGFB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,VEGFC-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MET-PROT,VEGFD-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MFN1-PROT,MFN1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MFN1-PROT,MAVS-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MFN2-PROT,MFN2-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MFN2-PROT,MAVS-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MFNG-PROT,MFNG-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MFNG-PROT,NOTCH1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MFNG-PROT,NOTCH2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MFNG-PROT,NOTCH3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MFNG-PROT,NOTCH4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MGRN1-PROT,MGRN1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MGRN1-PROT,SMO-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MIOS-PROT,MIOS-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MIOS-PROT,DEPDC5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MIOS-PROT,NPRL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MIOS-PROT,NPRL3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MIOS-PROT,SESN2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK1-PROT,MKNK1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MKNK1-PROT,ATF4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK1-PROT,EIF4E-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK1-PROT,EIF4E1B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK1-PROT,EIF4E2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK1-PROT,MAPK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK1-PROT,MAPK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK2-PROT,MKNK2-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MKNK2-PROT,ATF4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK2-PROT,EIF4E-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK2-PROT,EIF4E1B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK2-PROT,EIF4E2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK2-PROT,MAPK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MKNK2-PROT,MAPK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLKL-PROT,MLKL-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MLKL-PROT,PGAM5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLKL-PROT,RIPK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLST8-PROT,MLST8-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MLST8-PROT,EIF4EBP1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLST8-PROT,MTOR-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLST8-PROT,RHEB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLST8-PROT,RPTOR-PROT,Gene-PROT-Gene-PROT,protein protein interaction
MLYCD-PROT,MLYCD-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
MLYCD-PROT,PRKAA1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
